,DAI-USDC 500 10,LINK-WETH 3000 60,UNI-WETH 3000 60,USDC-USDT 500 10,USDC-WETH 3000 60,USDC-WETH 500 10,WBTC-PAX 3000 60,WBTC-USDC 3000 60,WBTC-WETH 3000 60,WETH-USDT 3000 60
" $15,937.02 ",,,,1.488732161,,,,,,
" $15,938.32 ",,,,,37.74779948,,,,,
" $15,939.26 ",,,,,46.0961942,,,,,
" $15,940.80 ",,,,,43.44584447,,,,,
" $15,942.96 ",,,,,,,,18.45293116,,
" $15,944.06 ",,,,,52.47730514,,,,,
" $15,947.59 ",,,,,31.06329362,,,,,
" $15,949.17 ",,,,,26.36021145,,,,,
" $15,951.99 ",,,,,,,,,9.153162358,
" $15,953.54 ",,,,,,,,,,6.386604668
" $15,959.02 ",,,,,25.91706677,,,,,
" $15,966.42 ",,,,,57.3420873,,,,,
" $15,967.92 ",,,,0.199790154,,,,,,
" $15,969.87 ",,,,,,,,,99.900985,
" $15,972.80 ",,,,,30.23111165,,,,,
" $15,984.10 ",,,,,,,,,,59.82617023
" $15,989.40 ",,,,,,37.18502915,,,,
" $15,990.06 ",,,,,,35.91614664,,,,
" $15,995.58 ",,,,,,43.89645035,,,,
" $15,995.58 ",,,,,,38.61321498,,,,
" $15,995.58 ",,,,,39.94891094,,,,,
" $15,995.58 ",,,,,,28.9639649,,,,
" $15,996.88 ",,,,,,35.07766012,,,,
" $16,003.22 ",,,,,15.46390648,,,,,
" $16,004.27 ",,,,,33.50075564,,,,,
" $16,005.04 ",,,,,,,,,,60.77881702
" $16,005.56 ",,,,,40.3081208,,,,,
" $16,005.90 ",,,,,22.27454692,,,,,
" $16,006.89 ",,,,,41.72360143,,,,,
" $16,006.92 ",0.199790154,,,,,,,,,
" $16,010.65 ",,,,,,,,36.99631073,,
" $16,013.89 ",,,,,,,,,,28.9639649
" $16,016.01 ",,,,,43.10551659,,,,,
" $16,016.67 ",,,,,,,,,,66.64441975
" $16,017.45 ",,,,,60.06647954,,,,,
" $16,018.89 ",,,,,,,,28.9639649,,
" $16,020.66 ",,,,,16.9718684,,,,,
" $16,020.99 ",,,,,,,,,24.11765982,
" $16,021.37 ",,,,,,27.01996322,,,,
" $16,022.60 ",,,46.73914232,,,,,,,
" $16,023.51 ",,,,,14.44341367,,,,,
" $16,026.50 ",,,1.192769433,,,,,,,
" $16,027.82 ",,,5.25653356,,,,,,,
" $16,028.84 ",,,,,,,,,50.43894798,
" $16,029.91 ",,,,,22.7394802,,,,,
" $16,030.00 ",,,,,39.58753944,,,,,
" $16,030.90 ",,60.30535139,,,,,,,,
" $16,038.94 ",,49.84066274,,,,,,,,
" $16,042.06 ",,,,,,30.71776426,,,,
" $16,043.98 ",,,,,12.36532214,,,,,
" $16,047.83 ",,,,,7.503196633,,,,,
" $16,049.97 ",,,,,5.823264131,,,,,
" $16,053.98 ",,,,,13.41060179,,,,,
" $16,054.80 ",,,,,56.56733172,,,,,
" $16,056.06 ",,,,,50.43894798,,,,,
" $16,063.75 ",,,,,5.823264131,,,,,
" $16,064.96 ",,,16.9718684,,,,,,,
" $16,065.01 ",,,6.946575449,,,,,,,
" $16,068.68 ",,,,,,79.96961079,,,,
" $16,070.14 ",,,,,36.61717127,,,,,
" $16,072.08 ",,,,,,7.318027177,,,,
" $16,074.25 ",,,,,,,,,,20.86289257
" $16,075.25 ",,,,,35.07766012,,,,,
" $16,078.01 ",,,,0.199790154,,,,,,
" $16,081.38 ",,,,,30.64845084,,,,,
" $16,081.63 ",,,,,,,,,,33.10058086
" $16,086.30 ",,,,,33.50075564,,,,,
" $16,089.93 ",,11.30742421,,,,,,,,
" $16,094.81 ",,,,,15.46390648,,,,,
" $16,096.71 ",,,,,,,,,,35.46600853
" $16,100.12 ",,,15.96957922,,,,,,,
" $16,100.25 ",,,6.946575449,,,,,,,
" $16,100.80 ",,,,,,0.099945022,,,,
" $16,100.87 ",,,,,19.9075746,,,,,
" $16,101.63 ",,,,,,,,,,23.66102007
" $16,102.93 ",,,,,,,,,23.66102007,
" $16,103.92 ",,,,,11.30742421,,,,,
" $16,108.27 ",,,,,10.23675567,,,,,
" $16,111.53 ",,,,,,,,,,54.43182832
" $16,114.37 ",,,33.10058086,,,,,,,
" $16,114.97 ",,,,,,,,,70.4160767,
" $16,116.64 ",,18.45293116,,,,,,,,
" $16,118.74 ",,,22.27454692,,,,,,,
" $16,120.05 ",,,,,,16.72242249,,,,
" $16,122.61 ",,,,,,12.10203654,,,,
" $16,124.28 ",,,8.056488254,,,,,,,
" $16,124.46 ",,,,,,,,,,30.64845084
" $16,124.84 ",,,,,,4.016890253,,,,
" $16,126.57 ",,,,,9.153162358,,,,,
" $16,127.03 ",,,,,,37.4983045,,,,
" $16,135.40 ",,,,,2.955301088,,,,,
" $16,135.54 ",,,,,,,,,,14.44341367
" $16,141.60 ",,,,1.980034656,,,,,,
" $16,146.27 ",,,,,28.1064405,,,,,
" $16,148.35 ",,,,,41.72360143,,,,,
" $16,148.48 ",,,,,28.53648892,,,,,
" $16,149.76 ",,,,,50.9066569,,,,,
" $16,150.05 ",,,,,39.58753944,,,,,
" $16,153.20 ",,,,,,,,,,13.41060179
" $16,155.26 ",,,,,34.2939383,,,,,34.2939383
" $16,155.58 ",,,,,9.153162358,,,,,4.686392555
" $16,159.15 ",,,,,1.192769433,,,,,
" $16,160.37 ",,,,,16.47222716,,,,,
" $16,162.47 ",,,,,,,,,14.44341367,
" $16,164.28 ",,,,,2.955301088,,,,,
" $16,167.61 ",,,,,17.46852091,,,,,
" $16,170.19 ",,,,,12.36532214,,,,,
" $16,174.41 ",,,,,,,,,78.98475386,
" $16,175.65 ",2.468886891,,,,,,,,,
" $16,177.55 ",,,,0.199790154,,,,,,
" $16,183.51 ",,,,,43.10551659,,,,,
" $16,185.00 ",,,,,,20.70446791,,,,
" $16,186.86 ",,,,,,5.066866506,,,,
" $16,192.34 ",,,,,27.67380417,,,,,
" $16,193.08 ",,,,,26.36021145,,,,,
" $16,193.19 ",,,,,,,,82.86268277,,
" $16,196.22 ",,,,,57.3420873,,,,,
" $16,200.22 ",,,,,,6.480166596,,,,
" $16,201.07 ",,,,,17.96220257,,,,,
" $16,203.11 ",,,,,,,,,,8.60647023
" $16,206.16 ",,,,,37.74779948,,,,,
" $16,212.66 ",,,,,,,,,37.37318228,
" $16,213.34 ",,,54.97535154,,,,,,,
" $16,223.02 ",,,,,14.44341367,,,,,
" $16,227.11 ",,,,,57.59725575,,,,,
" $16,228.33 ",,,,,,,,,14.95519073,
" $16,230.27 ",,,5.25653356,,,,,,,
" $16,231.05 ",,,,,92.51201469,,,,,
" $16,232.48 ",,,,,,,,,,8.056488254
" $16,233.64 ",,,,,,,,73.60335862,,
" $16,234.28 ",,,,,,,,16.47222716,,
" $16,240.11 ",,,,,,,,,,8.056488254
" $16,243.60 ",,,,,,,,,,88.11500501
" $16,243.80 ",,100,,,,,,,,
" $16,244.92 ",,,,,33.89853668,,,,,
" $16,246.16 ",,,,,25.02276118,,,,,
" $16,252.49 ",,,,,58.60275706,,,,,
" $16,256.93 ",,30.64845084,,,,,,,,
" $16,259.55 ",,,,,15.96957922,,,,,
" $16,261.17 ",,,,,22.7394802,,,,,
" $16,262.56 ",,,,0.099945022,,,,,,
" $16,262.62 ",,,,,,,,,1.192769433,
" $16,266.64 ",,,74.99090693,,,,,,,
" $16,267.30 ",,,,,,,,60.54279437,,
" $16,268.77 ",,,,,16.9718684,,,,,
" $16,278.78 ",,,18.45293116,,,,,,,
" $16,278.99 ",,,,,25.91706677,,,,,
" $16,286.97 ",,,,,,,,,,8.60647023
" $16,290.70 ",,,,,,2.663744452,,,,
" $16,292.05 ",,,63.0627701,,,,,,,
" $16,292.93 ",,,,,,,,,,50.14070274
" $16,297.79 ",,,,,86.83882011,,,,,
" $16,298.31 ",,,,,,22.04103214,,,,
" $16,299.41 ",,,,,49.23515519,,,,,
" $16,303.29 ",,,,,,,,,25.02276118,
" $16,305.44 ",,,,,,,,,1.192769433,
" $16,306.84 ",,,,,6.386604668,,,,,
" $16,309.87 ",,,,,,,,48.62233814,,
" $16,311.21 ",,,12.88952981,,,,,,,
" $16,312.19 ",,,,,,,,,,27.23856434
" $16,319.14 ",,,,,,,,0.598173776,,
" $16,319.71 ",,,22.7394802,,,,,,,
" $16,323.49 ",,,0.598173776,,,,,,,
" $16,323.58 ",,,7.503196633,,,,,,,
" $16,324.00 ",,,2.371311878,,,,,,,
" $16,324.35 ",,,,,,,,,1.192769433,
" $16,325.87 ",,,,,11.83795994,,,,,
" $16,328.11 ",,,,,14.44341367,,,,,
" $16,333.26 ",,,10.23675567,,,,,,,
" $16,334.79 ",,,0.598173776,,,,,,,
" $16,335.15 ",,,18.45293116,,,,,,,
" $16,335.64 ",0.199790154,,,,,,,,,
" $16,335.93 ",,,,,,,,20.86289257,,
" $16,337.49 ",,,,,8.60647023,,,,,
" $16,339.16 ",,,,0.199790154,,,,,,
" $16,347.55 ",,,,,17.46852091,,,,,
" $16,349.58 ",,,,,,,,,1.192769433,
" $16,349.75 ",,,,,,,,,7.503196633,
" $16,352.80 ",,,,,,,,,2.371311878,
" $16,355.74 ",,,,,,3.920863939,,,,
" $16,357.77 ",,,,,,,,,59.82617023,
" $16,358.87 ",,,,,15.96957922,,,,,
" $16,361.48 ",,,,,11.30742421,,,,,
" $16,363.40 ",,,,,,,,,,15.96957922
" $16,365.35 ",,,,,90.0129887,,,,,
" $16,367.83 ",,,,,,,,,,27.23856434
" $16,368.79 ",,,,,2.371311878,,,,,
" $16,371.34 ",,,10.23675567,,,,,,,
" $16,376.94 ",,,,,,,,,,6.386604668
" $16,377.17 ",,,5.823264131,,,,,,,
" $16,378.62 ",,,,,,,,,,12.88952981
" $16,381.95 ",,,,,1.192769433,,,,,
" $16,386.22 ",,,,,,,,23.20163237,,
" $16,387.42 ",,,,,20.86289257,,,,,
" $16,388.97 ",,,,,39.94891094,,,,,
" $16,390.55 ",,,,,9.696584318,,,,,
" $16,392.58 ",,,30.64845084,,,,,,,
" $16,394.74 ",,,,,,,,,,41.72360143
" $16,395.73 ",,,,,,17.22056712,,,,
" $16,400.36 ",,,,,,,,,,17.96220257
" $16,402.16 ",,,,,,,,,35.07766012,
" $16,403.50 ",,,,,6.946575449,,,,,
" $16,408.95 ",,,,,28.9639649,,,,,
" $16,413.26 ",,,7.503196633,,,,,,,
" $16,414.26 ",,,74.99090693,,,,,,,
" $16,419.96 ",,,,,32.69799793,,,,,
" $16,421.45 ",,,,,43.78413659,,,,,
" $16,423.81 ",,,,,,30.37050302,,,,
" $16,433.29 ",,,,,,0.895917529,,,,
" $16,434.65 ",,,,,,,,,,16.9718684
" $16,435.09 ",,,,,,0.796768838,,,,
" $16,436.10 ",,,1.783808376,,,,,,,
" $16,436.78 ",,,,,5.823264131,,,,,
" $16,440.76 ",,,,,12.36532214,,,,,
" $16,443.47 ",0.199790154,,,,,,,,,
" $16,443.82 ",,,,,,20.46623605,,,,
" $16,445.64 ",,,,,44.45466223,,,,,
" $16,446.81 ",,,,,9.153162358,,,,,
" $16,449.07 ",,2.371311878,,,,,,,,
" $16,450.50 ",,,,,,,,,49.84066274,
" $16,451.30 ",,,,,15.46390648,,,,,
" $16,453.55 ",,,,,,,,,27.23856434,
" $16,453.94 ",,,,,18.45293116,,,,,
" $16,455.50 ",,,,,33.50075564,,,,,
" $16,463.71 ",,,,,,28.89289689,,,,
" $16,464.97 ",,,20.38666649,,,,,,,
" $16,465.02 ",,,,,18.45293116,,,,,
" $16,465.21 ",,,,,24.57156808,,,,,
" $16,465.44 ",,,,,33.50075564,,,,,
" $16,466.15 ",,,,,33.50075564,,,,,
" $16,467.51 ",,,,,34.68697473,,,,,
" $16,469.72 ",,,,,5.25653356,,,,,
" $16,473.45 ",,,,0.099945022,,,,,,
" $16,474.27 ",,,40.3081208,,,,,,,
" $16,474.34 ",,,,,,,,4.112820593,,
" $16,475.81 ",,,,,,,,,26.36021145,
" $16,477.61 ",,,,,11.83795994,,,,,
" $16,485.69 ",,,,,,,,,,33.50075564
" $16,487.11 ",,,,,4.112820593,,,,,
" $16,487.29 ",,,,,17.46852091,,,,,
" $16,488.71 ",,,31.88554958,,,,,,,
" $16,502.41 ",,,,,,,,,1.192769433,
" $16,502.81 ",,,,,99.99799536,,,,,
" $16,503.64 ",,,,,86.43802285,,,,,
" $16,506.65 ",,,,,,,,,16.9718684,
" $16,508.89 ",,,2.955301088,,,,,,,
" $16,510.40 ",0.299535496,,,,,,,,,
" $16,511.38 ",,,,,,,,34.2939383,,
" $16,511.70 ",,8.60647023,,,,,,,,
" $16,513.65 ",,,,,6.946575449,,,,,
" $16,517.26 ",,,,,6.386604668,,,,,
" $16,519.32 ",,9.153162358,,,,,,,,
" $16,521.34 ",,,,,,,,,1.192769433,
" $16,525.83 ",,19.9075746,,,,,,,,
" $16,530.04 ",,,,,14.95519073,,,,,
" $16,531.56 ",,,,,25.02276118,,,,,
" $16,532.63 ",,,,,9.153162358,,,,,
" $16,532.68 ",,,,,,,,,,90.0129887
" $16,534.76 ",,,,,,16.63910743,,,,
" $16,535.39 ",,,,,45.44548462,,,,,
" $16,536.12 ",,,,,,5.066866506,,,,
" $16,539.16 ",,,,,10.23675567,,,,,
" $16,543.40 ",,,98.79871566,,,,,,,
" $16,551.57 ",,,,,,,,,,27.23856434
" $16,556.52 ",,,,,11.30742421,,,,,
" $16,556.88 ",,,,,,,,55.51239179,1.192769433,
" $16,557.21 ",,28.1064405,,,,,,,,
" $16,559.33 ",,,,,9.153162358,,,,,
" $16,562.57 ",,,,,31.88554958,,,,,
" $16,567.69 ",,,,,,,,,31.06329362,
" $16,568.92 ",,,,,33.10058086,,,,,
" $16,569.34 ",,,,,,,,,79.96961079,
" $16,571.89 ",,,,,18.45293116,,,,,
" $16,572.81 ",,,,,8.056488254,,,,,
" $16,579.18 ",,,,0.199790154,,,,,,
" $16,581.44 ",,,,,11.30742421,,,,,
" $16,581.73 ",,,,,,,,,,1.192769433
" $16,583.88 ",,,11.83795994,,,,,,,
" $16,587.27 ",,,,,2.955301088,,,,,
" $16,588.31 ",,,,,,,,,,17.46852091
" $16,590.41 ",,,,,24.57156808,,,,,
" $16,592.70 ",,85.51278148,,,,,,,,
" $16,595.39 ",,,,,47.37442155,,,,,
" $16,600.11 ",,,,,0.598173776,,,,,
" $16,600.45 ",,,,0.299535496,,,,,,
" $16,603.18 ",,,,,13.41060179,,,,,
" $16,605.09 ",,,98.70126934,,,,,,,
" $16,605.57 ",,,12.36532214,,,,,,,
" $16,606.64 ",,,,,2.955301088,,,,,
" $16,608.52 ",,,,,5.823264131,,,,,
" $16,608.73 ",,,,,50.43894798,,,,,
" $16,609.37 ",,,,,,,,,65.00438799,
" $16,610.66 ",,8.60647023,,,,,,,,
" $16,610.92 ",,,,0.099945022,,,,,,
" $16,611.30 ",,,,,4.686392555,,,,,
" $16,614.15 ",,,,,,3.439289404,,,,
" $16,614.78 ",,93.35871295,,,,,,,,
" $16,615.19 ",,,,,3.535797028,,,,,
" $16,615.54 ",,,,,,,,,,10.77369586
" $16,617.05 ",,,,0.199790154,,,,,,
" $16,618.15 ",,,,,,,,,96.0118348,
" $16,619.44 ",,37.37318228,,,,,,,,
" $16,619.83 ",,,,,,3.245984408,,,,
" $16,621.38 ",,,,,79.96961079,,,,,
" $16,621.98 ",,,,,,,,,,98.59591833
" $16,625.16 ",,,,,,,,84.33760087,,
" $16,625.38 ",,,,,,,,,,17.46852091
" $16,630.47 ",,,,,23.66102007,,,,,
" $16,633.38 ",,,,,,,,,,41.37290955
" $16,634.92 ",,,62.61687562,,,,,,,
" $16,635.70 ",,,,,8.056488254,,,,,
" $16,635.93 ",,,,,41.02010729,,,,,
" $16,641.62 ",,,,,4.112820593,,,,,
" $16,647.54 ",,,,,,,,,,29.90732015
" $16,655.54 ",,,,,37.37318228,,,,,
" $16,656.39 ",,,,0.099945022,,,,,,
" $16,660.61 ",,,,0.199790154,,,,,,
" $16,668.57 ",,,,,,2.663744452,,,,
" $16,669.78 ",,,,,,,,,18.45293116,
" $16,671.48 ",,,,,41.72360143,,,,,
" $16,676.08 ",,,,,,6.573635014,,,,
" $16,677.13 ",,,,,,,,,,14.44341367
" $16,684.72 ",,,,,24.57156808,,,,,
" $16,688.32 ",,,40.3081208,,,,,,,
" $16,689.14 ",,,,,,,,,6.386604668,
" $16,689.66 ",,,,,74.99090693,,,,,
" $16,689.68 ",,,32.29299236,,,,,,,
" $16,691.75 ",,,,,44.45466223,,,,,
" $16,695.55 ",,,,,,,,,,63.7216595
" $16,696.35 ",,,,,39.94891094,,,,,
" $16,699.05 ",,,,,,,,,,41.72360143
" $16,700.74 ",,3.535797028,,,,,,,,
" $16,701.66 ",,,,,,,,,1.192769433,
" $16,702.38 ",,,,,41.37290955,,,,,
" $16,703.19 ",,,,,9.153162358,,,,,
" $16,704.83 ",,,,,66.64441975,,,,,
" $16,705.89 ",,43.10551659,,,,,,,,
" $16,707.13 ",,,,,43.10551659,,,,,
" $16,708.65 ",,,,,,,,,38.4903247,
" $16,712.19 ",,,,,,,,,49.53881718,
" $16,713.82 ",,,,,,,,,90.0129887,
" $16,714.05 ",,,,,,,,,,31.88554958
" $16,720.79 ",,,,,,,,,,25.02276118
" $16,720.95 ",,,,,,,,,1.192769433,
" $16,721.82 ",,,,,8.056488254,,,,,
" $16,725.06 ",,1.192769433,,,,,,,,
" $16,726.39 ",,,,,65.83424309,,,,,
" $16,726.62 ",0.099945022,,,,,,,,,
" $16,728.20 ",,,,,,,,,,51.6141951
" $16,728.65 ",,,,,9.153162358,,,,,
" $16,729.03 ",,8.056488254,,,,,,,,
" $16,731.03 ",,,,,,4.208655056,,,,
" $16,732.68 ",,,,,,22.81669824,,,,
" $16,734.80 ",,,,,,,,,49.53881718,
" $16,734.91 ",,36.61717127,,,,,,,,
" $16,736.04 ",,,,,41.37290955,,,,,
" $16,738.93 ",0.199790154,,,,,,,,,
" $16,739.44 ",,,,,41.72360143,,,,,
" $16,739.47 ",,,,,20.38666649,,,,,
" $16,739.80 ",,,,,35.85203394,,,,,
" $16,743.16 ",,,,,8.056488254,,,,,
" $16,744.09 ",,,,,,13.58359889,,,,
" $16,744.19 ",,,,,23.20163237,,,,,
" $16,744.76 ",,,,,,,,,,74.96553236
" $16,746.07 ",,38.4903247,,,,,,,,
" $16,752.79 ",,,,,32.69799793,,,,,
" $16,754.76 ",,,,,18.45293116,,,,,
" $16,755.36 ",,,,,,,,,16.47222716,
" $16,762.82 ",,,,,,78.75232174,,,,
" $16,769.32 ",,,,,,,,,,22.7394802
" $16,776.11 ",,,49.84066274,,,,,,,
" $16,783.83 ",,,,,16.47222716,,,,,
" $16,787.94 ",,,,,30.64845084,,,,,
" $16,789.34 ",,,,,,,,,,23.20163237
" $16,792.69 ",,,,,73.60335862,,,,,
" $16,793.42 ",,,,,13.92855687,,,,,
" $16,794.91 ",,,,,78.8582897,,,,,
" $16,795.97 ",,,,,,,,15.96957922,,
" $16,798.19 ",,,,,,,,,34.68697473,
" $16,800.94 ",,,,,4.112820593,,,,,
" $16,801.40 ",,,,,4.686392555,,,,,
" $16,802.18 ",,,,,54.43182832,,,,,
" $16,805.08 ",,,,,4.112820593,,,,,
" $16,807.60 ",,40.3081208,,,,,,,,
" $16,809.04 ",,,,,,7.225303486,,,,
" $16,809.41 ",,,,,,30.23111165,,,,
" $16,813.99 ",,,,,45.11719004,,,,,
" $16,814.19 ",,,,,66.64441975,,,,,
" $16,815.23 ",,,,,,,,,,99.66530809
" $16,815.55 ",,,,,,7.410658195,,,,
" $16,815.69 ",,,,,74.99090693,,,,,
" $16,822.28 ",,,,0.199790154,,,,,,
" $16,826.50 ",,,,,7.503196633,,,,,
" $16,827.51 ",,9.696584318,,,,,,,,
" $16,827.65 ",,,,,,,,31.88554958,,
" $16,831.85 ",,,,,,41.54851849,,,,
" $16,836.03 ",,,,,14.44341367,,,,,
" $16,840.90 ",,,,,,30.71776426,,,,
" $16,842.59 ",,,,,,6.760291693,,,,
" $16,843.84 ",,,,,,22.27454692,,,,
" $16,844.36 ",,,,,82.0200728,,,,,
" $16,847.53 ",,,,,,,,,,2.955301088
" $16,847.76 ",,,,,19.9075746,,,,,
" $16,850.72 ",,99.99999998,,,,,,,,
" $16,851.49 ",,,,,6.386604668,,,,,
" $16,858.40 ",,,,,21.33627,,,,,
" $16,858.77 ",,,,,54.43182832,,,,,
" $16,859.14 ",,,,,22.27454692,,,,,
" $16,861.49 ",,,,,,17.63341067,,,,
" $16,864.29 ",,,,,20.38666649,,,,,
" $16,864.51 ",,,,,96.0118348,,,,,
" $16,867.09 ",,,,,,,,,,47.37442155
" $16,867.38 ",,37.37318228,,,,,,,,
" $16,869.17 ",0.099945022,,,,,,,,,
" $16,870.25 ",,,,,,29.17674304,,,,
" $16,877.58 ",,,,,11.30742421,,,,,
" $16,879.45 ",,,,0.099945022,,,,,,
" $16,880.05 ",,1.192769433,,,,,,,,
" $16,880.41 ",,,,,,,,18.94072434,,
" $16,881.77 ",,,,0.697520953,,,,,,
" $16,888.71 ",,,,,48.62233814,,,,,
" $16,890.66 ",,,,,,,,,,79.96961079
" $16,891.11 ",,,,,,,,,,12.36532214
" $16,894.37 ",,,,,,,,,,71.11760379
" $16,895.30 ",,,,,,,,,,50.14070274
" $16,897.40 ",,,,,,26.13897145,,,,
" $16,899.74 ",,16.9718684,,,,,,,,
" $16,902.00 ",,6.386604668,,,,,,,,
" $16,903.12 ",,,,,,,,,1.192769433,
" $16,904.77 ",,,,,33.89853668,,,,,
" $16,906.16 ",,,,,32.29299236,,,,,
" $16,907.26 ",,,,,46.41863263,,,,,
" $16,911.60 ",,,,,6.386604668,,,,,
" $16,914.05 ",,,1.192769433,,,,,,,
" $16,914.71 ",0.199790154,,,,,,,,,
" $16,915.01 ",,,,,38.4903247,,,,,
" $16,921.67 ",,,,,14.95519073,,,,,
" $16,922.62 ",,,,,,,,,1.192769433,
" $16,927.41 ",,,,,,0.697520953,,,,
" $16,931.84 ",,,,,,,,0.598173776,,
" $16,935.20 ",,,,,76.58813884,,,,,
" $16,941.68 ",,,,,,,,,6.386604668,
" $16,944.82 ",,,,,32.29299236,,,,,
" $16,945.64 ",,,17.96220257,,,,,,,
" $16,948.18 ",,,,,88.04348427,,,,,
" $16,948.58 ",,,16.9718684,,,,,,,
" $16,950.35 ",,,,,,,,,9.153162358,
" $16,950.46 ",,,,,,,,,75.58395053,
" $16,953.42 ",,,,,37.37318228,,,,,
" $16,954.78 ",,,,,,,,,,2.371311878
" $16,957.40 ",,,,,29.81126102,,,,,
" $16,961.21 ",,,,,28.1064405,,,,,
" $16,962.78 ",,,,,,0.199790154,,,,
" $16,963.21 ",,,,,,,,,55.77850499,
" $16,965.71 ",1.980034656,,,,,,,,,
" $16,966.52 ",,,,,29.38888384,,,,,
" $16,972.60 ",,,,,,,,,,66.2417618
" $16,978.90 ",,,30.64845084,,,,,,,
" $16,984.93 ",,,,,,,,74.99090693,,
" $16,986.13 ",,,,,51.6141951,,,,,
" $16,987.53 ",,97.8242758,,,,,,,,
" $16,989.12 ",,,,,,,,,,13.92855687
" $16,989.18 ",,,30.64845084,,,,,,,
" $16,996.37 ",0.099945022,,,,,,,,,
" $17,000.98 ",,,,,7.503196633,,,,,
" $17,001.49 ",,,,,18.45293116,,,,,
" $17,004.63 ",,,,,,,,,42.07219556,
" $17,004.92 ",,,,,45.11719004,,,,,
" $17,008.29 ",,,,,,,,,,60.77881702
" $17,009.68 ",,,,,,,,,19.9075746,
" $17,012.37 ",,,,,,,,,,15.46390648
" $17,013.48 ",,,,,36.23575025,,,,,
" $17,020.48 ",,,,,,,,,33.10058086,
" $17,022.61 ",,,44.45466223,,,,,,,
" $17,025.68 ",,,25.47125536,,,,,,,
" $17,029.59 ",,,,,,,,8.60647023,,
" $17,032.24 ",,,,,,42.47625413,,,,
" $17,035.63 ",,,,,94.86890711,,,,,
" $17,035.80 ",,,,,,,,,24.57156808,
" $17,038.38 ",,,,,79.96961079,,,,,
" $17,040.66 ",,18.45293116,,,,,,,,
" $17,044.08 ",,,,,,81.8393806,,,,
" $17,045.85 ",,,,,25.91706677,,,,,
" $17,049.19 ",,,,,,,,,,25.02276118
" $17,049.92 ",,,29.81126102,,,,,,,
" $17,055.53 ",,,,,21.8068158,,,,,
" $17,062.99 ",,,,,,37.87217325,,,,
" $17,065.56 ",,,,,25.02276118,,,,,
" $17,066.34 ",,,,,11.30742421,,,,,
" $17,068.57 ",,,,,41.72360143,,,,,
" $17,069.62 ",,,,0.399181147,,,,,,
" $17,070.38 ",,17.46852091,,,,,,,,
" $17,072.08 ",,,,,,39.94891094,,,,
" $17,074.68 ",,,,,34.68697473,,,,,
" $17,075.84 ",,36.99631073,,,,,,,,
" $17,078.19 ",,,,,45.11719004,,,,,
" $17,081.53 ",,,9.153162358,,,,,,,
" $17,088.39 ",,,90.92711606,,,,,,,
" $17,088.80 ",,,,,,33.63361458,,,,
" $17,089.88 ",,,,,8.60647023,,,,,
" $17,091.06 ",,,,,,,,8.60647023,,
" $17,095.50 ",,,,,7.503196633,,,,,
" $17,099.95 ",,,,,,,,,45.77181542,
" $17,107.32 ",,,,,,,,,1.192769433,
" $17,108.98 ",,,,,4.112820593,,,,,
" $17,110.20 ",,,,,,,,,31.88554958,
" $17,113.98 ",,,,,16.9718684,,,,,
" $17,114.28 ",,,,,28.1064405,,,,,
" $17,117.81 ",,,68.01627492,,,,,,,
" $17,119.60 ",,,,,42.4187045,,,,,
" $17,121.45 ",,,,,,,,,13.92855687,
" $17,122.01 ",,,,,44.12040515,,,,,
" $17,123.04 ",,,,,42.66121341,,,,,
" $17,123.36 ",,,,,20.38666649,,,,,
" $17,124.46 ",,,11.83795994,,,,,,,
" $17,126.93 ",,,,,,,,,1.192769433,
" $17,128.07 ",,,,0.598173776,,,,,,
" $17,130.05 ",,,,,,,,48.92966584,,
" $17,132.15 ",,55.77850499,,,,,,,,
" $17,132.39 ",,,74.99090693,,,,,,,
" $17,142.10 ",,,,,,,,,63.0627701,
" $17,144.44 ",,,,,22.27454692,,,,,
" $17,146.33 ",,,,,35.85203394,,,,,
" $17,147.52 ",,,,,,,,,,31.47565492
" $17,149.38 ",,,11.30742421,,,,,,,
" $17,151.33 ",,,,,,,,31.06329362,,
" $17,152.08 ",,,99.99284792,,,,,,,
" $17,153.46 ",,,,,,,,,,4.112820593
" $17,158.44 ",,,,,17.96220257,,,,,
" $17,159.72 ",,,,,,,,,,1.192769433
" $17,167.09 ",,,,,56.82713456,,,,,
" $17,169.77 ",,,,,,,,,,71.11760379
" $17,171.59 ",,,,,54.97535154,,,,,
" $17,171.81 ",,28.1064405,,,,,,,,
" $17,173.64 ",,,,,39.94891094,,,,,
" $17,180.02 ",,,,,,,,,25.02276118,
" $17,181.29 ",,,,,,0.299535496,,,,
" $17,185.83 ",,27.67380417,,,,,,,,
" $17,186.87 ",,,,,,,,,,15.96957922
" $17,189.35 ",,,,,5.823264131,,,,,
" $17,199.03 ",1.685547975,,,,,,,,,
" $17,199.84 ",,,66.64441975,,,,,,,
" $17,200.62 ",,,,,,,,,22.27454692,
" $17,202.47 ",,,95.61001208,,,,,,,
" $17,202.88 ",,,,,,,,,74.99090693,
" $17,204.40 ",,6.386604668,,,,,,,,
" $17,212.19 ",,,,,,,,,85.68558059,
" $17,214.99 ",,,,,,0.598173776,,,,
" $17,217.99 ",,,16.47222716,,,,,,,
" $17,218.25 ",,,,,,16.63910743,,,,
" $17,219.37 ",,,,,,,,,,17.46852091
" $17,229.52 ",,,,0.199790154,,,,,,
" $17,235.62 ",,,,,,,,,77.81879118,
" $17,246.46 ",,8.056488254,,,,,,,,
